71	50
122	71
51	115
37	30
108	30
142	62
131	111
66	143
31	128
17	52
13	11
57	6
152	14
181	84
146	155
78	165
41	162
77	70
134	93
137	150
82	110
126	22
65	24
71	51
17	180
106	191
185	147
141	85
33	108
57	155
101	146
104	110
93	102
63	136
68	167
100	156
125	83
101	25
45	74
64	132
126	101
116	48
62	156
126	105
74	60
87	152
116	36
87	156
118	46
105	160
180	101
176	117
151	154
55	129
79	37
